LGA,Climate,Crop,pH,N,P,K,Temp,Rainfall,Salinity
Qua'an-Pan,Lowland,Maize,6.34,220.79,59.55,70.74,17.64,375.0,2.5
Qua'an-Pan,Lowland,Maize,8.46,198.2,100.0,78.51,25.87,559.89,1.17
Qua'an-Pan,Lowland,Maize,6.31,229.61,76.62,98.88,31.8,617.93,0.58
Qua'an-Pan,Lowland,Maize,5.0,200.62,70.99,84.29,26.93,1000.0,0.32
Qua'an-Pan,Lowland,Maize,4.26,205.97,67.4,89.63,29.72,774.72,0.3
Qua'an-Pan,Lowland,Maize,5.92,208.78,87.47,125.0,31.45,540.06,0.63
Qua'an-Pan,Lowland,Maize,5.91,179.0,85.46,88.25,20.84,473.72,1.87
Qua'an-Pan,Lowland,Maize,6.97,212.86,80.69,120.22,28.1,482.45,0.61
Qua'an-Pan,Lowland,Maize,6.85,125.12,70.76,77.44,20.65,387.55,1.82
Qua'an-Pan,Lowland,Maize,6.83,199.25,79.35,84.41,32.79,571.6,0.3
Qua'an-Pan,Lowland,Maize,8.44,207.08,63.68,52.99,28.84,529.49,2.36
Qua'an-Pan,Lowland,Maize,6.16,171.86,89.67,103.85,27.79,668.36,1.23
Qua'an-Pan,Lowland,Wheat,7.33,180.24,52.64,37.28,24.43,337.5,3.12
Qua'an-Pan,Lowland,Wheat,5.09,127.99,48.75,37.61,23.42,337.5,1.98
Qua'an-Pan,Lowland,Wheat,6.39,154.88,48.61,41.1,18.9,390.55,2.01
Qua'an-Pan,Lowland,Wheat,8.15,128.84,43.91,48.7,20.41,546.79,0.96
Qua'an-Pan,Lowland,Wheat,5.01,130.74,44.51,38.6,18.65,536.37,1.5
Qua'an-Pan,Lowland,Wheat,7.23,150.87,50.13,39.39,21.98,357.27,2.98
Qua'an-Pan,Lowland,Wheat,6.79,108.04,50.09,27.32,22.43,707.53,1.07
Qua'an-Pan,Lowland,Wheat,7.44,95.1,51.64,26.82,18.68,337.5,2.4
Qua'an-Pan,Lowland,Wheat,8.22,146.96,43.94,62.5,18.32,337.5,2.16
Qua'an-Pan,Lowland,Wheat,5.78,175.1,46.76,48.56,24.57,337.5,1.26
Qua'an-Pan,Lowland,Wheat,6.97,187.5,45.14,31.07,21.89,382.72,1.89
Qua'an-Pan,Lowland,Wheat,5.27,187.5,41.11,35.05,20.41,672.92,0.6
Qua'an-Pan,Lowland,Wheat,9.35,168.35,51.43,25.38,22.16,365.68,2.86
Qua'an-Pan,Lowland,Wheat,5.94,142.98,45.74,25.33,22.65,512.41,2.81
Qua'an-Pan,Lowland,Wheat,5.0,177.3,56.25,33.16,25.0,419.33,0.6
Qua'an-Pan,Lowland,Wheat,6.71,176.84,44.09,30.98,22.22,450.36,2.27
Qua'an-Pan,Lowland,Wheat,7.33,160.26,46.46,43.13,17.81,600.17,1.2
Qua'an-Pan,Lowland,Wheat,8.36,139.47,50.17,32.52,17.55,337.5,0.83
Qua'an-Pan,Lowland,Wheat,6.69,152.46,54.89,33.24,17.94,337.5,2.17
Qua'an-Pan,Lowland,Wheat,8.66,183.2,53.14,49.07,25.0,488.7,2.32
Qua'an-Pan,Lowland,Wheat,6.69,106.57,44.99,39.61,20.68,674.51,1.83
Qua'an-Pan,Lowland,Wheat,8.42,133.59,47.17,20.35,18.34,511.42,1.76
Qua'an-Pan,Lowland,Wheat,8.15,151.56,46.93,62.5,20.23,585.55,1.4
Qua'an-Pan,Lowland,Wheat,7.88,173.33,50.21,18.75,20.55,593.41,2.22
Qua'an-Pan,Lowland,Wheat,7.58,96.07,44.78,45.75,21.69,591.57,1.63
Qua'an-Pan,Lowland,Wheat,7.53,146.76,43.22,18.75,21.75,470.27,1.21
Qua'an-Pan,Lowland,Wheat,5.19,164.64,47.44,47.87,25.0,337.5,1.14
Qua'an-Pan,Lowland,Wheat,6.82,187.5,39.42,62.5,20.89,438.81,1.58
Qua'an-Pan,Lowland,Wheat,6.56,176.84,42.74,44.79,19.38,361.17,3.12
Qua'an-Pan,Lowland,Wheat,7.54,164.16,55.64,19.0,25.0,337.5,1.08
Qua'an-Pan,Lowland,Wheat,6.53,163.24,50.27,37.31,20.47,337.5,0.6
Qua'an-Pan,Lowland,Wheat,7.9,166.5,56.25,28.22,22.51,416.93,2.8
Qua'an-Pan,Lowland,Wheat,8.24,152.44,47.0,53.77,22.38,370.23,0.6
Qua'an-Pan,Lowland,Wheat,6.73,187.5,55.69,23.51,17.11,598.56,0.76
Qua'an-Pan,Lowland,Wheat,7.65,128.32,56.25,28.5,23.82,471.55,1.98
Qua'an-Pan,Lowland,Wheat,4.78,82.05,47.7,43.35,17.23,337.5,2.25
Qua'an-Pan,Lowland,Wheat,7.71,142.26,53.55,22.61,19.47,642.06,1.81
Qua'an-Pan,Lowland,Wheat,7.21,187.5,40.81,51.37,25.0,412.14,2.51
Qua'an-Pan,Lowland,Wheat,5.93,126.26,51.24,51.4,23.76,632.94,1.7
Qua'an-Pan,Lowland,Wheat,8.44,136.3,54.26,42.78,21.79,499.36,0.6
Qua'an-Pan,Lowland,Wheat,5.76,149.27,39.13,51.88,23.03,488.13,0.77
Qua'an-Pan,Lowland,Wheat,8.65,187.5,49.85,47.2,21.09,511.81,1.65
Qua'an-Pan,Lowland,Wheat,7.02,172.68,56.25,19.31,20.2,337.5,3.12
Qua'an-Pan,Lowland,Wheat,6.38,104.2,52.72,62.5,22.43,473.87,2.11
Qua'an-Pan,Lowland,Wheat,8.69,120.79,48.34,33.14,17.11,411.73,2.72
Qua'an-Pan,Lowland,Wheat,7.71,165.06,49.85,47.38,18.17,413.93,1.92
Qua'an-Pan,Lowland,Wheat,7.38,155.61,48.18,34.24,25.0,555.69,2.12
Qua'an-Pan,Lowland,Wheat,6.79,133.12,48.22,44.02,15.04,337.5,1.2
Qua'an-Pan,Lowland,Wheat,7.3,139.3,56.25,18.75,18.32,627.17,1.87
Qua'an-Pan,Lowland,Wheat,8.08,187.5,44.93,38.3,19.71,337.5,1.48
Qua'an-Pan,Lowland,Pineapple,6.58,308.41,71.2,143.2,25.46,972.12,0.58
Qua'an-Pan,Lowland,Pineapple,5.9,292.97,81.03,229.47,23.96,542.18,0.96
Qua'an-Pan,Lowland,Pineapple,5.49,267.64,75.83,179.25,27.12,886.47,0.62
Qua'an-Pan,Lowland,Pineapple,7.37,254.01,71.65,259.08,23.77,689.92,1.15
Qua'an-Pan,Lowland,Pineapple,6.9,279.26,55.43,228.47,29.78,546.18,0.33
Qua'an-Pan,Lowland,Pineapple,5.82,312.05,60.5,210.76,25.33,525.0,0.61
Qua'an-Pan,Lowland,Pineapple,5.63,274.98,50.49,82.5,25.79,907.09,1.19
Qua'an-Pan,Lowland,Pineapple,6.93,252.87,50.54,199.06,28.49,820.03,0.08
Qua'an-Pan,Lowland,Pineapple,4.56,285.06,69.67,216.39,27.34,807.89,0.78
Qua'an-Pan,Lowland,Pineapple,6.35,299.09,64.76,150.06,27.19,834.8,0.85
Qua'an-Pan,Lowland,Pineapple,6.0,341.26,67.08,125.68,29.07,525.0,0.38
Qua'an-Pan,Lowland,Pineapple,5.95,307.42,49.48,142.73,25.58,664.83,1.08
Qua'an-Pan,Lowland,Pineapple,6.38,285.49,57.63,82.5,30.33,853.62,0.51
Qua'an-Pan,Lowland,Pineapple,6.39,283.4,60.64,195.12,25.26,689.84,0.8
Qua'an-Pan,Lowland,Pineapple,4.98,313.68,81.25,118.93,23.1,525.0,0.7
Qua'an-Pan,Lowland,Pineapple,4.79,294.79,65.53,82.5,22.74,801.79,0.8
Qua'an-Pan,Lowland,Pineapple,5.07,218.42,69.48,248.71,27.65,601.69,0.77
Qua'an-Pan,Lowland,Pineapple,3.98,329.6,64.94,82.5,26.29,831.08,0.64
Qua'an-Pan,Lowland,Pineapple,5.24,236.14,70.59,125.71,21.94,685.03,1.1
Qua'an-Pan,Lowland,Pineapple,5.11,357.45,68.99,188.94,26.7,738.05,0.66
Qua'an-Pan,Lowland,Pineapple,5.21,308.02,53.08,98.34,24.37,1107.99,0.94
Qua'an-Pan,Lowland,Pineapple,5.91,242.97,71.25,159.78,27.5,579.09,0.81
Qua'an-Pan,Lowland,Pineapple,5.07,254.93,72.55,82.5,28.32,869.79,0.45
Qua'an-Pan,Lowland,Pineapple,4.61,277.14,67.28,157.46,28.02,1058.52,0.58
Qua'an-Pan,Lowland,Pineapple,3.58,320.1,81.25,192.4,24.45,728.32,0.36
Qua'an-Pan,Lowland,Pineapple,6.3,230.94,60.49,102.92,27.3,685.89,0.82
Qua'an-Pan,Lowland,Pineapple,5.59,245.87,71.3,164.12,24.68,1142.16,0.92
Qua'an-Pan,Lowland,Pineapple,5.38,344.23,81.25,157.94,27.81,577.1,0.7
Qua'an-Pan,Lowland,Pineapple,5.33,293.85,67.87,203.1,27.56,538.12,0.43
Qua'an-Pan,Lowland,Pineapple,4.93,274.72,76.24,92.76,26.16,916.78,0.65
Qua'an-Pan,Lowland,Pineapple,6.09,280.56,66.98,152.61,28.56,525.0,0.63
Qua'an-Pan,Lowland,Pineapple,5.9,308.13,81.25,142.2,30.47,634.67,1.22
Qua'an-Pan,Lowland,Pineapple,6.5,248.87,67.57,163.97,28.47,710.93,0.65
Qua'an-Pan,Lowland,Pineapple,7.14,282.24,73.62,152.81,30.91,631.29,0.54
Qua'an-Pan,Lowland,Pineapple,7.32,268.06,81.25,224.37,26.64,525.0,0.75
Qua'an-Pan,Lowland,Pineapple,5.68,334.08,81.25,123.37,28.88,883.95,1.13
Qua'an-Pan,Lowland,Pineapple,6.14,206.73,62.18,93.22,26.52,921.5,0.86
Qua'an-Pan,Lowland,Pineapple,6.89,300.27,48.86,82.5,27.35,712.56,0.41
Qua'an-Pan,Lowland,Pineapple,3.6,256.19,61.72,209.9,27.44,1031.41,0.39
Qua'an-Pan,Lowland,Pineapple,6.58,288.21,72.09,139.29,29.51,801.66,0.52
Qua'an-Pan,Lowland,Pineapple,5.55,276.47,69.69,91.68,26.93,819.18,0.77
Qua'an-Pan,Lowland,Pineapple,7.12,317.97,63.9,181.13,27.69,820.58,0.12
Qua'an-Pan,Lowland,Pineapple,5.21,225.49,78.89,163.35,26.55,906.94,0.9
Qua'an-Pan,Lowland,Pineapple,4.26,283.37,60.08,82.5,25.38,717.88,0.71
Qua'an-Pan,Lowland,Pineapple,3.85,333.44,62.8,169.65,27.94,612.09,0.91
Qua'an-Pan,Lowland,Pineapple,5.14,249.56,70.67,262.79,28.7,911.52,0.57
Qua'an-Pan,Lowland,Pineapple,3.72,347.3,81.25,266.06,26.21,547.94,0.38
Qua'an-Pan,Lowland,Pineapple,3.62,281.88,81.25,158.17,27.71,990.73,0.61
Qua'an-Pan,Lowland,Pineapple,7.91,367.85,62.46,130.26,28.64,689.18,0.35
Qua'an-Pan,Lowland,Pineapple,7.04,336.09,65.8,86.36,24.12,768.77,0.58
Qua'an-Pan,Lowland,Onion,6.36,125.0,52.53,92.87,17.62,310.0,1.55
Qua'an-Pan,Lowland,Onion,6.83,125.0,48.89,100.0,22.07,473.8,0.98
Qua'an-Pan,Lowland,Onion,6.57,122.54,56.25,79.63,20.26,510.53,0.3
Qua'an-Pan,Lowland,Onion,5.71,117.19,44.15,77.1,20.69,416.54,0.73
Qua'an-Pan,Lowland,Onion,6.9,124.49,56.25,100.0,21.21,381.92,0.35
Qua'an-Pan,Lowland,Onion,6.24,96.77,56.23,52.28,22.81,349.81,1.06
Qua'an-Pan,Lowland,Onion,6.71,92.15,38.99,33.75,19.78,294.06,0.88
Qua'an-Pan,Lowland,Onion,6.81,116.65,46.7,85.06,22.17,315.61,0.91
Qua'an-Pan,Lowland,Onion,6.75,114.67,56.25,89.05,18.93,338.11,1.51
Qua'an-Pan,Lowland,Onion,7.2,123.2,43.24,39.16,17.6,381.78,1.33
Qua'an-Pan,Lowland,Onion,5.91,102.32,51.35,41.26,23.71,306.0,1.81
Qua'an-Pan,Lowland,Onion,6.24,77.31,38.65,62.81,19.37,324.83,1.33
Qua'an-Pan,Lowland,Onion,6.46,99.73,24.07,72.74,20.24,537.68,0.66
Qua'an-Pan,Lowland,Onion,5.48,115.71,48.03,44.17,16.06,529.18,1.9
Qua'an-Pan,Lowland,Onion,5.08,90.58,56.25,55.03,19.07,317.04,0.57
Qua'an-Pan,Lowland,Onion,5.55,125.0,22.51,69.79,23.08,262.5,0.67
Qua'an-Pan,Lowland,Onion,7.28,113.72,36.79,89.28,24.0,381.36,0.68
Qua'an-Pan,Lowland,Onion,6.31,107.96,41.79,83.91,16.06,262.5,1.25
Qua'an-Pan,Lowland,Onion,6.27,86.64,23.38,65.15,20.35,426.16,1.19
Qua'an-Pan,Lowland,Onion,6.48,125.0,28.69,75.69,15.65,262.5,0.52
Qua'an-Pan,Lowland,Onion,7.03,99.75,43.83,42.16,19.63,262.5,1.36
Qua'an-Pan,Lowland,Onion,5.97,125.0,24.46,48.29,25.0,299.28,0.46
Qua'an-Pan,Lowland,Onion,6.69,90.18,34.25,42.39,25.0,320.68,0.3
Qua'an-Pan,Lowland,Onion,7.45,115.54,35.06,45.71,22.46,321.22,0.3
Qua'an-Pan,Lowland,Onion,7.62,91.15,56.25,90.83,17.59,470.42,0.81
Qua'an-Pan,Lowland,Onion,5.45,91.37,48.62,55.3,19.61,483.28,1.21
Qua'an-Pan,Lowland,Onion,6.06,117.67,46.29,33.75,21.74,395.67,1.17
Qua'an-Pan,Lowland,Onion,7.09,85.58,47.91,33.75,21.68,577.63,0.63
Qua'an-Pan,Lowland,Onion,6.11,84.7,45.5,43.06,21.72,448.7,1.44
Qua'an-Pan,Lowland,Onion,5.51,124.51,54.91,81.69,21.58,375.66,1.7
Qua'an-Pan,Lowland,Onion,7.7,79.03,56.25,62.99,20.12,262.5,1.01
Qua'an-Pan,Lowland,Onion,5.97,90.45,31.19,55.59,19.32,361.28,0.31
Qua'an-Pan,Lowland,Onion,5.7,109.73,34.7,86.67,21.15,420.72,1.9
Qua'an-Pan,Lowland,Onion,6.38,87.87,54.15,75.14,19.96,512.17,1.04
Qua'an-Pan,Lowland,Onion,6.58,101.77,33.1,66.33,24.56,401.86,1.17
Qua'an-Pan,Lowland,Onion,6.46,109.0,52.73,77.18,19.54,387.85,1.41
Qua'an-Pan,Lowland,Onion,5.96,105.21,18.8,74.59,22.42,437.13,0.95
Qua'an-Pan,Lowland,Onion,6.74,125.0,56.25,64.15,20.9,479.48,0.37
Qua'an-Pan,Lowland,Onion,6.37,125.0,55.36,72.28,16.13,344.18,0.84
Qua'an-Pan,Lowland,Onion,6.76,82.38,32.03,33.75,24.05,303.41,1.24
Qua'an-Pan,Lowland,Onion,6.56,76.36,29.31,44.23,18.4,392.73,0.74
Qua'an-Pan,Lowland,Onion,7.6,125.0,53.41,62.31,24.9,324.59,1.14
Qua'an-Pan,Lowland,Onion,6.66,117.66,51.41,55.05,18.95,424.58,1.53
Qua'an-Pan,Lowland,Onion,6.33,64.22,41.57,77.47,25.0,262.5,0.93
Qua'an-Pan,Lowland,Onion,6.33,125.0,43.58,46.23,22.12,302.84,0.51
Qua'an-Pan,Lowland,Onion,6.03,125.0,48.47,66.95,19.77,384.05,1.3
Qua'an-Pan,Lowland,Onion,6.73,103.96,54.12,65.22,17.66,278.62,0.3
Qua'an-Pan,Lowland,Onion,7.77,121.42,34.31,59.0,18.65,529.78,0.41
Qua'an-Pan,Lowland,Onion,6.63,98.74,53.63,62.62,15.39,320.73,0.64
Qua'an-Pan,Lowland,Onion,6.61,125.0,23.72,48.42,18.89,305.52,1.54
Shendam,Lowland,Irish-potato,4.68,119.85,44.35,168.71,20.72,300.0,1.5
Shendam,Lowland,Irish-potato,4.86,141.89,51.77,176.65,17.86,383.16,1.22
Shendam,Lowland,Irish-potato,5.25,61.57,75.0,90.0,15.6,383.5,1.3
Shendam,Lowland,Irish-potato,6.09,60.0,46.41,90.0,18.11,447.54,1.88
Shendam,Lowland,Irish-potato,4.92,141.84,65.51,133.79,13.07,448.13,0.3
Shendam,Lowland,Irish-potato,5.86,99.63,75.0,131.43,18.94,436.64,1.06
Shendam,Lowland,Irish-potato,4.47,119.04,39.09,93.14,22.35,527.25,1.12
Shendam,Lowland,Irish-potato,6.16,95.93,75.0,165.86,14.41,723.41,1.61
Shendam,Lowland,Irish-potato,4.72,130.75,48.23,200.17,9.63,300.0,1.6
Shendam,Lowland,Irish-potato,4.62,112.57,31.73,225.0,22.17,364.88,0.87
Shendam,Lowland,Irish-potato,5.65,150.0,71.99,225.0,14.77,300.0,0.46
Shendam,Lowland,Irish-potato,5.18,111.45,52.64,199.12,22.31,300.0,0.77
Shendam,Lowland,Irish-potato,5.48,88.93,41.33,210.11,13.49,347.22,1.26
Shendam,Lowland,Irish-potato,4.36,132.71,45.34,225.0,17.56,517.47,1.48
Shendam,Lowland,Irish-potato,4.32,60.0,61.61,160.43,19.95,360.36,0.86
Shendam,Lowland,Irish-potato,6.44,60.0,68.14,126.47,16.82,344.51,0.67
Shendam,Lowland,Irish-potato,5.28,150.0,63.52,162.07,14.55,490.44,1.88
Shendam,Lowland,Irish-potato,4.52,92.14,45.48,130.94,8.39,470.88,0.64
Shendam,Lowland,Irish-potato,3.53,131.66,36.36,138.86,23.13,300.0,0.28
Shendam,Lowland,Irish-potato,5.04,145.53,30.0,178.04,20.03,300.0,1.51
Shendam,Lowland,Irish-potato,5.53,94.39,75.0,216.3,18.36,321.0,0.58
Shendam,Lowland,Irish-potato,4.79,125.24,49.62,90.0,22.44,433.29,0.89
Shendam,Lowland,Irish-potato,5.51,150.0,30.0,179.44,13.01,487.34,1.15
Shendam,Lowland,Irish-potato,5.33,87.83,30.0,132.99,19.42,577.69,0.47
Shendam,Lowland,Irish-potato,5.65,82.63,61.64,129.87,18.64,556.08,0.44
Shendam,Lowland,Irish-potato,4.27,111.78,75.0,111.32,25.0,750.0,1.04
Shendam,Lowland,Irish-potato,4.58,81.08,54.1,90.0,17.73,661.95,0.77
Shendam,Lowland,Irish-potato,4.63,60.0,61.84,170.52,18.22,362.06,0.93
Shendam,Lowland,Irish-potato,5.23,104.29,60.81,167.93,21.93,518.47,1.19
Shendam,Lowland,Irish-potato,6.04,120.01,75.0,188.5,11.55,628.35,1.16
Shendam,Lowland,Irish-potato,4.78,115.15,49.26,168.56,15.93,623.0,1.03
Shendam,Lowland,Irish-potato,4.51,72.93,60.0,166.46,19.36,300.0,0.25
Shendam,Lowland,Irish-potato,5.33,150.0,37.34,225.0,18.99,398.76,0.88
Shendam,Lowland,Irish-potato,3.71,139.87,41.72,115.7,21.47,300.0,0.29
Shendam,Lowland,Irish-potato,4.81,115.57,63.78,140.79,25.0,360.12,0.97
Shendam,Lowland,Irish-potato,4.18,109.64,66.06,219.83,12.79,356.95,1.32
Shendam,Lowland,Irish-potato,5.29,105.53,64.79,114.17,23.45,573.71,0.38
Shendam,Lowland,Irish-potato,3.96,68.66,67.16,90.0,16.84,479.57,1.05
Shendam,Lowland,Irish-potato,5.03,68.0,65.71,124.45,16.86,441.6,1.14
Shendam,Lowland,Irish-potato,4.84,79.03,50.05,156.75,13.19,319.06,1.29
Shendam,Lowland,Irish-potato,3.79,145.78,75.0,91.27,22.75,374.87,1.31
Shendam,Lowland,Irish-potato,4.42,137.61,62.4,113.9,13.92,300.0,1.19
Shendam,Lowland,Irish-potato,5.28,128.09,53.23,95.9,15.61,601.66,0.83
Shendam,Lowland,Irish-potato,4.94,67.65,61.19,132.61,21.66,535.37,0.83
Shendam,Lowland,Irish-potato,4.72,86.01,30.46,111.62,18.69,456.92,1.17
Shendam,Lowland,Irish-potato,4.58,137.96,56.41,193.56,11.79,300.0,1.24
Shendam,Lowland,Irish-potato,3.67,97.87,50.01,225.0,19.4,429.03,1.53
Shendam,Lowland,Irish-potato,5.12,89.28,74.05,98.38,19.13,300.0,1.19
Shendam,Lowland,Irish-potato,4.98,150.0,30.0,125.09,20.88,458.68,1.18
Shendam,Lowland,Irish-potato,4.05,84.62,75.0,153.93,19.31,379.84,0.47
Shendam,Lowland,Tomato,7.22,144.97,137.5,159.36,27.87,300.0,1.4
Shendam,Lowland,Tomato,7.27,75.0,87.42,180.42,21.63,444.9,2.07
Shendam,Lowland,Tomato,5.99,136.29,95.8,206.72,20.04,529.19,1.49
Shendam,Lowland,Tomato,6.6,106.79,80.74,198.44,18.22,300.0,0.87
Shendam,Lowland,Tomato,6.75,111.26,66.05,168.72,22.64,358.76,2.5
Shendam,Lowland,Tomato,7.36,160.18,123.47,160.14,19.49,300.0,2.22
Shendam,Lowland,Tomato,5.51,93.82,81.48,195.53,25.6,429.25,0.71
Shendam,Lowland,Tomato,6.93,111.67,88.69,238.61,21.87,333.64,1.7
Shendam,Lowland,Tomato,5.15,119.08,107.39,300.0,26.98,455.09,1.66
Shendam,Lowland,Tomato,4.9,133.67,92.02,221.61,24.98,444.25,1.07
Shendam,Lowland,Tomato,6.21,94.5,84.4,271.38,25.81,397.56,2.5
Shendam,Lowland,Tomato,4.57,97.96,137.5,208.78,23.51,300.0,1.6
Shendam,Lowland,Tomato,6.77,98.39,89.11,191.02,25.55,300.0,2.16
Shendam,Lowland,Tomato,7.2,119.71,87.12,200.29,21.31,348.32,1.1
Shendam,Lowland,Tomato,8.0,157.9,117.33,223.86,19.92,395.16,1.97
Shendam,Lowland,Tomato,4.69,148.86,137.5,256.07,30.29,425.45,1.96
Shendam,Lowland,Tomato,5.31,153.51,109.97,220.13,29.89,337.2,1.16
Shendam,Lowland,Tomato,6.25,100.28,98.75,126.62,28.79,405.44,0.92
Shendam,Lowland,Tomato,5.18,123.46,110.86,232.14,21.61,301.39,1.75
Shendam,Lowland,Tomato,5.31,132.05,96.05,221.17,28.01,300.0,0.38
Shendam,Lowland,Tomato,5.49,182.83,137.5,291.88,23.71,300.0,0.38
Shendam,Lowland,Tomato,5.43,124.53,126.94,247.04,25.43,300.0,0.61
Shendam,Lowland,Tomato,6.44,150.62,103.08,158.48,27.16,449.64,0.54
Shendam,Lowland,Tomato,5.24,150.37,86.64,280.61,26.55,343.28,1.28
Shendam,Lowland,Tomato,6.21,109.07,68.84,239.29,27.96,470.37,2.35
Shendam,Lowland,Tomato,5.52,179.12,69.15,159.5,17.29,348.04,0.93
Shendam,Lowland,Tomato,6.75,137.41,61.48,188.36,22.98,300.0,0.6
Shendam,Lowland,Tomato,5.25,172.1,97.82,237.46,18.36,539.19,2.2
Shendam,Lowland,Tomato,3.83,109.74,105.81,236.64,21.72,364.39,0.87
Shendam,Lowland,Tomato,6.27,165.21,72.56,253.23,21.3,301.21,1.86
Shendam,Lowland,Tomato,7.21,155.12,58.26,184.95,27.87,404.84,0.54
Shendam,Lowland,Tomato,6.67,109.46,137.5,278.55,26.97,558.63,1.33
Shendam,Lowland,Tomato,7.03,173.38,99.24,194.76,17.52,390.31,1.86
Shendam,Lowland,Tomato,7.23,145.01,78.59,120.0,22.47,364.53,1.07
Shendam,Lowland,Tomato,6.86,187.5,96.04,196.55,23.44,414.5,0.71
Shendam,Lowland,Tomato,6.28,143.45,98.3,227.94,26.28,300.0,1.73
Shendam,Lowland,Tomato,5.37,98.35,63.81,226.82,23.59,300.0,1.62
Shendam,Lowland,Tomato,4.48,134.38,99.06,247.86,31.25,300.0,1.25
Shendam,Lowland,Tomato,5.82,142.95,98.46,190.23,22.69,300.0,1.98
Shendam,Lowland,Tomato,6.67,157.06,84.65,176.06,20.08,441.83,0.56
Shendam,Lowland,Tomato,8.28,92.18,99.98,279.58,26.95,420.47,0.61
Shendam,Lowland,Tomato,4.55,152.75,132.33,186.21,19.84,300.0,0.6
Shendam,Lowland,Tomato,6.01,176.92,110.47,220.84,22.86,332.03,2.27
Shendam,Lowland,Tomato,6.37,75.0,75.12,166.69,22.26,465.61,1.21
Shendam,Lowland,Tomato,6.05,168.6,74.51,293.42,21.75,410.4,1.09
Shendam,Lowland,Tomato,6.28,143.26,104.19,171.58,19.9,691.74,0.95
Shendam,Lowland,Tomato,6.95,83.43,85.46,200.72,26.44,300.0,1.4
Shendam,Lowland,Tomato,4.81,139.76,65.59,166.82,23.38,300.0,0.95
Shendam,Lowland,Tomato,4.76,76.86,119.52,146.31,23.77,487.75,0.86
Shendam,Lowland,Tomato,5.19,136.9,122.14,152.21,23.89,300.0,1.01
Shendam,Lowland,Groundnut,6.66,15.31,26.13,26.82,28.27,623.04,0.5
Shendam,Lowland,Groundnut,6.27,23.24,50.0,26.07,27.41,533.0,0.85
Shendam,Lowland,Groundnut,5.17,23.23,50.0,40.16,24.39,440.2,1.5
Shendam,Lowland,Groundnut,7.18,24.04,38.0,33.35,27.3,490.92,1.08
Shendam,Lowland,Groundnut,7.54,25.0,12.08,41.1,30.58,572.13,0.67
Shendam,Lowland,Groundnut,8.38,12.84,16.99,41.18,35.0,402.54,0.79
Shendam,Lowland,Groundnut,7.28,20.2,27.91,44.09,28.95,620.1,1.34
Shendam,Lowland,Groundnut,6.82,22.01,35.92,43.42,28.19,499.93,1.31
Shendam,Lowland,Groundnut,7.54,11.49,32.94,33.11,26.91,546.91,1.12
Shendam,Lowland,Groundnut,6.57,9.12,18.71,46.98,18.41,638.39,1.07
Shendam,Lowland,Groundnut,7.42,19.14,11.25,42.9,32.46,607.78,0.66
Shendam,Lowland,Groundnut,6.69,17.19,20.84,47.5,23.81,395.83,0.5
Shendam,Lowland,Groundnut,5.76,21.16,49.75,37.52,22.73,597.9,1.48
Shendam,Lowland,Groundnut,6.26,17.5,40.32,50.0,26.18,375.0,1.11
Shendam,Lowland,Groundnut,7.12,20.34,24.65,47.84,29.85,410.44,0.9
Shendam,Lowland,Groundnut,5.84,24.31,28.97,35.33,27.88,504.7,1.2
Shendam,Lowland,Groundnut,6.99,19.39,43.94,42.65,26.51,485.46,0.84
Shendam,Lowland,Groundnut,6.94,18.16,27.1,50.0,31.29,411.35,1.09
Shendam,Lowland,Groundnut,6.71,22.59,34.8,49.55,29.21,492.76,1.25
Shendam,Lowland,Groundnut,6.78,21.01,37.38,38.32,28.03,431.62,0.62
Shendam,Lowland,Groundnut,6.05,12.17,19.96,37.61,28.36,468.38,0.15
Shendam,Lowland,Groundnut,7.58,25.0,39.3,50.0,24.58,720.0,0.55
Shendam,Lowland,Groundnut,6.78,12.86,33.01,42.52,27.46,583.2,0.92
Shendam,Lowland,Groundnut,6.33,16.99,44.63,33.42,31.2,642.51,0.3
Shendam,Lowland,Groundnut,7.32,25.0,36.48,44.38,31.63,467.89,0.95
Shendam,Lowland,Groundnut,5.86,21.11,40.07,43.66,31.73,409.7,0.7
Shendam,Lowland,Groundnut,7.77,19.42,35.72,38.55,25.12,689.22,0.7
Shendam,Lowland,Groundnut,5.97,17.67,11.25,33.44,24.61,571.96,0.65
Shendam,Lowland,Groundnut,7.17,25.0,44.2,37.25,28.49,375.0,0.84
Shendam,Lowland,Groundnut,6.13,24.36,50.0,43.51,21.03,457.9,0.93
Shendam,Lowland,Groundnut,6.69,16.03,36.38,28.27,24.69,575.27,0.53
Shendam,Lowland,Groundnut,6.96,12.3,50.0,32.36,27.22,538.53,0.69
Shendam,Lowland,Groundnut,6.73,23.66,46.82,46.06,27.4,482.91,1.5
Shendam,Lowland,Groundnut,7.21,14.91,34.26,36.21,27.53,375.0,0.74
Shendam,Lowland,Groundnut,7.72,23.69,11.25,49.79,31.81,458.13,1.14
Shendam,Lowland,Groundnut,6.13,17.55,50.0,36.76,21.46,492.62,0.86
Shendam,Lowland,Groundnut,7.35,20.39,26.64,48.28,28.42,412.58,1.29
Shendam,Lowland,Groundnut,6.76,20.32,35.39,29.77,26.15,500.42,0.82
Shendam,Lowland,Groundnut,7.4,21.57,45.27,39.22,31.7,546.33,0.89
Shendam,Lowland,Groundnut,6.63,14.72,40.2,38.79,26.24,628.96,0.45
